Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
4,72,181471,Retired,Average,1902,No,2,Daily,Rarely,No,Tank,12319
6,31,113559,Student,Average,2222,Yes,3,Weekly,Never,No,Well,6294
5,53,124124,Retired,Luxury,1244,Yes,4,Weekly,Never,No,Tank,5140
2,56,99828,Business,Luxury,876,Yes,1,Daily,Daily,No,Direct Supply,11952
3,29,101224,Retired,Luxury,1660,No,4,Never,Rarely,No,Direct Supply,12099
4,80,47949,Business,Luxury,1736,Yes,3,Weekly,Never,No,Tank,6778
6,50,112054,Student,Luxury,2078,No,3,Never,Daily,No,Tank,9814
2,3,182039,Salaried,Minimalist,730,No,3,Weekly,Daily,No,Well,10997
3,27,114293,Salaried,Minimalist,1006,No,3,Daily,Never,Yes,Well,9331
3,58,61261,Student,Luxury,869,No,1,Rarely,Never,Yes,Direct Supply,11770
7,57,46543,Salaried,Minimalist,1149,Yes,4,Weekly,Rarely,No,Direct Supply,2142
6,73,101246,Retired,Luxury,2185,No,1,Never,Never,Yes,Well,14533
6,15,159347,Retired,Average,1047,Yes,3,Daily,Weekly,Yes,Tank,12397
6,57,104395,Salaried,Luxury,1355,No,1,Weekly,Daily,No,Well,12587
2,66,22749,Retired,Minimalist,2550,No,2,Rarely,Weekly,Yes,Well,6136
3,15,185473,Business,Luxury,1393,Yes,4,Rarely,Daily,No,Well,10939
5,39,42687,Student,Luxury,1514,No,4,Rarely,Daily,Yes,Well,14279
2,66,60317,Business,Minimalist,2656,Yes,4,Weekly,Never,Yes,Tank,8822
2,31,106232,Business,Luxury,603,Yes,1,Weekly,Never,Yes,Direct Supply,13288
6,19,197270,Salaried,Average,2258,No,1,Weekly,Weekly,No,Well,6633
6,62,42415,Student,Average,830,Yes,4,Never,Rarely,No,Well,13062
1,12,23825,Salaried,Average,1398,No,3,Rarely,Daily,Yes,Direct Supply,2911
4,12,134890,Retired,Average,1535,Yes,3,Weekly,Daily,No,Tank,2498
1,29,32810,Salaried,Minimalist,2368,No,4,Never,Weekly,Yes,Well,8009
1,68,64250,Salaried,Minimalist,982,No,2,Weekly,Weekly,Yes,Tank,7353
1,16,185295,Retired,Average,2736,No,4,Daily,Daily,No,Well,8985
2,45,27513,Business,Average,1605,No,3,Never,Daily,No,Well,3844
4,56,188543,Student,Minimalist,955,No,4,Daily,Never,No,Direct Supply,6243
3,80,134458,Retired,Average,2005,No,4,Never,Daily,Yes,Tank,5694
4,39,82673,Business,Average,824,Yes,4,Weekly,Never,Yes,Well,11167
6,52,195474,Business,Average,1164,Yes,2,Never,Weekly,Yes,Direct Supply,11042
1,63,160365,Retired,Minimalist,2685,Yes,3,Daily,Daily,No,Well,7301
6,66,20377,Salaried,Average,1082,No,1,Weekly,Never,Yes,Direct Supply,5249
6,4,40900,Student,Average,854,No,2,Daily,Daily,No,Well,14344
6,67,89153,Salaried,Luxury,2041,No,4,Rarely,Rarely,Yes,Well,8851
6,10,158936,Retired,Luxury,2635,No,2,Never,Weekly,No,Tank,11023
3,46,164873,Retired,Luxury,2837,No,2,Rarely,Weekly,Yes,Well,2146
1,5,27821,Business,Minimalist,2818,No,4,Never,Rarely,Yes,Direct Supply,5016
1,42,139184,Salaried,Minimalist,2762,Yes,3,Weekly,Daily,Yes,Direct Supply,3676
2,32,52396,Salaried,Luxury,2105,No,2,Never,Never,Yes,Direct Supply,4759
4,57,142995,Retired,Average,2072,No,3,Weekly,Rarely,Yes,Tank,3542
5,26,93833,Business,Average,1483,No,1,Rarely,Rarely,Yes,Well,12908
7,6,127023,Business,Average,1829,No,2,Daily,Rarely,No,Direct Supply,6086
3,65,166770,Salaried,Luxury,1793,Yes,1,Weekly,Daily,No,Direct Supply,8651
4,6,126707,Student,Average,1475,Yes,4,Weekly,Daily,Yes,Direct Supply,8657
4,20,67338,Business,Average,2951,No,3,Rarely,Rarely,Yes,Direct Supply,7452
2,63,44407,Salaried,Average,1143,No,1,Daily,Daily,Yes,Well,9446
7,41,181629,Student,Average,1176,Yes,4,Weekly,Rarely,No,Well,10334
1,62,174488,Retired,Luxury,1345,No,1,Never,Daily,No,Tank,12468
6,42,122410,Business,Luxury,1603,No,1,Never,Never,Yes,Tank,9624
3,59,36598,Student,Minimalist,2341,No,3,Daily,Rarely,Yes,Tank,13951
6,71,50815,Business,Average,931,No,1,Never,Rarely,No,Tank,4072
6,16,129994,Business,Average,2416,Yes,2,Daily,Daily,No,Tank,2049
6,12,149970,Salaried,Luxury,2584,Yes,4,Rarely,Rarely,No,Tank,8248
7,48,166289,Retired,Luxury,1129,No,3,Weekly,Daily,Yes,Tank,3715
7,57,189983,Student,Average,1597,Yes,4,Rarely,Daily,Yes,Direct Supply,5845
2,2,125263,Salaried,Minimalist,1948,No,3,Daily,Weekly,No,Direct Supply,8712
7,33,89810,Business,Average,1552,Yes,4,Daily,Rarely,No,Direct Supply,5561
6,77,69322,Retired,Luxury,2694,Yes,4,Rarely,Weekly,Yes,Tank,13718
6,22,173487,Salaried,Minimalist,2234,Yes,1,Weekly,Daily,No,Tank,6803
5,28,86398,Student,Luxury,1008,Yes,2,Daily,Weekly,Yes,Direct Supply,10750
7,60,190053,Business,Average,1042,Yes,3,Daily,Weekly,No,Direct Supply,13726
5,80,131973,Business,Luxury,518,No,2,Daily,Never,No,Tank,12219
1,55,25883,Salaried,Average,2222,No,3,Never,Weekly,Yes,Tank,2390
6,70,20661,Salaried,Minimalist,1591,Yes,4,Never,Weekly,No,Direct Supply,10135
2,20,175434,Student,Average,1472,No,1,Never,Weekly,Yes,Well,11687
4,45,90039,Business,Minimalist,1125,No,4,Daily,Never,Yes,Tank,11617
2,45,63198,Retired,Average,2931,Yes,1,Never,Weekly,No,Well,14820
5,23,112109,Retired,Luxury,1519,No,3,Never,Rarely,No,Tank,5787
2,57,150190,Salaried,Average,515,Yes,1,Daily,Rarely,Yes,Tank,4978
1,13,173262,Salaried,Minimalist,1810,No,3,Daily,Rarely,No,Direct Supply,3887
2,70,41528,Business,Luxury,2992,No,4,Daily,Daily,Yes,Tank,12454
6,73,36197,Business,Luxury,2298,Yes,4,Weekly,Rarely,No,Well,9628
5,3,133249,Student,Average,2723,Yes,2,Daily,Daily,Yes,Tank,11418
2,40,49170,Retired,Minimalist,1992,No,1,Rarely,Never,Yes,Tank,5937
2,72,163110,Business,Average,2981,Yes,1,Weekly,Weekly,No,Direct Supply,2912
3,32,52198,Salaried,Luxury,2007,Yes,3,Weekly,Never,Yes,Tank,3884
3,16,20056,Salaried,Luxury,2557,No,3,Daily,Rarely,No,Tank,7537
2,42,52662,Business,Minimalist,1529,Yes,4,Never,Daily,No,Direct Supply,7610
3,12,100160,Salaried,Luxury,1077,No,4,Rarely,Never,No,Direct Supply,3270
1,54,185283,Salaried,Luxury,867,Yes,1,Rarely,Rarely,No,Direct Supply,13332
6,7,153425,Student,Average,676,Yes,1,Weekly,Never,No,Well,5488
4,8,74246,Business,Average,835,Yes,4,Weekly,Weekly,Yes,Well,14821
1,53,49183,Salaried,Average,771,Yes,4,Never,Daily,Yes,Well,8093
2,52,25826,Student,Average,2104,No,4,Daily,Daily,No,Direct Supply,7138
1,19,90035,Student,Minimalist,2292,No,1,Never,Rarely,Yes,Tank,3671
6,6,86100,Salaried,Minimalist,2325,No,1,Daily,Never,No,Well,11509
6,2,181342,Business,Luxury,511,No,4,Never,Rarely,No,Tank,10858
7,72,100494,Retired,Luxury,2757,Yes,1,Never,Rarely,No,Tank,6851
5,74,123395,Student,Average,935,Yes,4,Rarely,Daily,No,Tank,8268
3,70,165612,Salaried,Minimalist,1318,No,1,Weekly,Never,No,Direct Supply,2824
4,30,24988,Salaried,Luxury,952,Yes,4,Daily,Rarely,No,Well,11488
3,75,76180,Salaried,Luxury,793,No,4,Weekly,Never,No,Tank,12000
6,73,45111,Retired,Average,2255,Yes,2,Never,Weekly,Yes,Direct Supply,3432
6,66,94485,Salaried,Minimalist,2484,Yes,2,Daily,Never,Yes,Direct Supply,4415
7,45,98639,Salaried,Minimalist,1316,No,3,Rarely,Daily,Yes,Tank,6136
1,69,115158,Retired,Minimalist,1627,No,2,Daily,Never,Yes,Well,2571
6,16,164858,Retired,Minimalist,1312,Yes,1,Daily,Rarely,Yes,Direct Supply,13913
6,54,69546,Business,Luxury,1159,No,3,Never,Weekly,Yes,Direct Supply,11159
5,55,158794,Business,Average,2572,Yes,4,Never,Rarely,Yes,Tank,10455
7,32,82344,Retired,Average,2097,No,4,Daily,Rarely,Yes,Tank,2619
7,47,124005,Student,Average,1594,Yes,3,Daily,Never,No,Well,6222
3,37,108751,Student,Average,1183,Yes,4,Daily,Weekly,No,Well,8631
1,35,178203,Salaried,Average,856,No,1,Rarely,Rarely,No,Well,9430
4,10,68333,Student,Minimalist,1821,Yes,4,Weekly,Rarely,Yes,Tank,3301
4,54,193690,Student,Luxury,1050,No,3,Rarely,Weekly,Yes,Direct Supply,13862
5,22,48814,Student,Luxury,2294,Yes,1,Never,Never,Yes,Direct Supply,13546
4,3,24382,Retired,Minimalist,578,Yes,3,Daily,Rarely,Yes,Direct Supply,7615
3,16,20588,Salaried,Minimalist,2177,Yes,2,Never,Never,Yes,Well,11556
5,59,40891,Student,Minimalist,1821,No,2,Never,Weekly,Yes,Tank,4130
7,51,72183,Salaried,Average,1338,No,2,Rarely,Rarely,No,Tank,8749
1,64,70254,Retired,Minimalist,2394,Yes,4,Never,Weekly,No,Direct Supply,12891
2,23,128868,Student,Minimalist,1278,No,2,Daily,Never,No,Direct Supply,7641
1,27,39113,Retired,Average,2974,No,2,Never,Rarely,Yes,Direct Supply,13783
2,62,125117,Business,Minimalist,2290,Yes,4,Daily,Never,No,Well,5668
3,29,102210,Salaried,Luxury,850,Yes,3,Rarely,Weekly,No,Direct Supply,2398
7,49,122243,Business,Minimalist,1391,Yes,4,Daily,Never,No,Direct Supply,13368
1,63,167178,Student,Minimalist,1489,No,3,Weekly,Daily,No,Well,4644
7,24,163566,Business,Luxury,2793,No,1,Never,Daily,Yes,Tank,7972
6,68,137644,Retired,Average,2116,No,4,Weekly,Daily,No,Tank,5454
5,79,33962,Student,Minimalist,1074,No,2,Weekly,Daily,Yes,Tank,8372
4,48,35417,Student,Minimalist,2434,No,1,Daily,Never,Yes,Direct Supply,12943
1,2,30799,Business,Luxury,1225,No,3,Daily,Daily,No,Tank,14302
4,8,125810,Retired,Minimalist,2909,No,1,Daily,Daily,No,Direct Supply,10778
4,60,85372,Retired,Luxury,1965,Yes,3,Weekly,Never,No,Well,8949
6,68,114569,Retired,Luxury,2906,No,4,Weekly,Weekly,Yes,Direct Supply,7082
7,22,127976,Salaried,Luxury,885,Yes,1,Rarely,Daily,Yes,Tank,10664
2,75,145645,Salaried,Luxury,1545,Yes,3,Rarely,Never,No,Well,3452
3,39,70486,Student,Minimalist,599,No,3,Never,Weekly,No,Tank,12597
5,71,99044,Retired,Minimalist,1680,No,4,Never,Weekly,Yes,Direct Supply,2060
4,19,174804,Student,Average,2724,Yes,4,Never,Daily,Yes,Well,5747
5,68,169490,Retired,Average,1572,Yes,1,Weekly,Daily,Yes,Well,7181
5,41,175852,Retired,Luxury,1560,No,2,Rarely,Rarely,No,Tank,6941
7,60,162494,Business,Minimalist,1428,Yes,2,Weekly,Daily,No,Tank,3907
6,76,164232,Retired,Luxury,598,Yes,3,Weekly,Daily,No,Direct Supply,11162
7,50,84453,Retired,Minimalist,1122,No,3,Never,Rarely,No,Well,2872
5,71,107423,Salaried,Luxury,2884,No,3,Never,Never,Yes,Tank,14336
5,76,180169,Retired,Luxury,2268,Yes,1,Never,Daily,Yes,Tank,6066
5,58,171296,Business,Minimalist,971,Yes,2,Rarely,Rarely,Yes,Tank,9082
3,76,78995,Student,Minimalist,2636,No,2,Daily,Never,Yes,Tank,5427
1,75,168732,Student,Average,751,No,1,Rarely,Rarely,Yes,Tank,3430
1,10,92886,Business,Minimalist,2145,No,2,Never,Weekly,Yes,Well,3461
2,17,25134,Student,Luxury,2175,No,3,Rarely,Rarely,Yes,Well,9126
7,32,40054,Retired,Luxury,755,Yes,4,Daily,Rarely,No,Tank,13990
1,33,28146,Business,Luxury,1708,No,2,Never,Weekly,No,Direct Supply,3079
3,23,75020,Salaried,Average,1057,No,3,Daily,Never,Yes,Direct Supply,9972
5,71,73419,Business,Minimalist,949,Yes,2,Rarely,Never,No,Direct Supply,12994
7,3,172465,Salaried,Minimalist,537,Yes,4,Weekly,Never,No,Tank,13743
7,78,132914,Retired,Minimalist,1602,Yes,4,Daily,Never,Yes,Tank,9435
1,79,104075,Student,Average,2427,No,2,Weekly,Rarely,Yes,Tank,4859
2,41,100886,Salaried,Luxury,2344,Yes,1,Rarely,Daily,Yes,Well,2254
6,26,58654,Student,Minimalist,807,No,4,Daily,Daily,Yes,Tank,14901
3,35,159328,Salaried,Average,1883,Yes,2,Weekly,Daily,No,Well,8187
5,19,166231,Retired,Average,2353,Yes,2,Rarely,Rarely,Yes,Well,10339
6,20,28970,Student,Average,2570,Yes,2,Weekly,Never,No,Well,8556
4,26,195585,Business,Luxury,2568,Yes,1,Weekly,Never,Yes,Well,6994
1,7,74847,Salaried,Minimalist,2076,Yes,2,Daily,Rarely,No,Well,9681
2,17,156467,Student,Minimalist,1515,Yes,1,Daily,Never,No,Well,6337
1,9,131053,Retired,Minimalist,1204,No,3,Weekly,Rarely,No,Direct Supply,12906
5,48,53609,Student,Average,1554,Yes,3,Rarely,Weekly,No,Direct Supply,11342
6,7,78669,Student,Minimalist,1043,Yes,1,Weekly,Weekly,No,Direct Supply,7602
2,43,114236,Retired,Luxury,2570,Yes,1,Daily,Weekly,Yes,Direct Supply,14337
6,18,86441,Business,Minimalist,818,Yes,3,Daily,Weekly,Yes,Direct Supply,6468
6,74,99547,Retired,Minimalist,543,Yes,4,Never,Rarely,No,Well,5602
4,57,181537,Business,Minimalist,547,No,4,Weekly,Rarely,Yes,Direct Supply,3169
7,78,191115,Student,Minimalist,1137,Yes,2,Rarely,Daily,Yes,Direct Supply,9854
3,68,39893,Retired,Luxury,1594,No,1,Never,Rarely,Yes,Tank,4405
4,27,77134,Business,Luxury,1212,No,3,Rarely,Daily,No,Well,13049
3,44,181013,Business,Luxury,2088,No,1,Never,Daily,Yes,Tank,7798
7,2,137833,Business,Average,886,Yes,3,Daily,Never,Yes,Well,10513
2,73,61458,Retired,Average,2411,No,1,Weekly,Daily,Yes,Direct Supply,7354
1,44,28601,Business,Minimalist,1962,Yes,3,Weekly,Never,No,Direct Supply,4659
5,19,160815,Salaried,Average,1294,Yes,1,Weekly,Weekly,Yes,Well,9154
3,71,183167,Salaried,Average,1759,No,2,Weekly,Rarely,No,Well,12684
7,73,53530,Retired,Luxury,558,No,2,Never,Never,Yes,Tank,9392
6,23,158737,Student,Minimalist,1842,Yes,2,Weekly,Never,Yes,Well,9776
7,35,169214,Salaried,Average,1517,Yes,1,Never,Daily,No,Direct Supply,11272
3,9,144792,Student,Minimalist,2652,No,3,Daily,Never,No,Direct Supply,8065
7,41,160137,Retired,Luxury,539,No,3,Daily,Rarely,No,Tank,10349
6,77,123062,Business,Luxury,626,No,1,Rarely,Weekly,No,Direct Supply,9088
7,11,171871,Business,Minimalist,2072,No,2,Rarely,Never,No,Tank,4499
7,20,144958,Student,Average,723,No,2,Daily,Weekly,No,Well,4728
4,1,123664,Salaried,Luxury,1945,Yes,4,Rarely,Daily,Yes,Tank,8884
6,27,84526,Business,Average,2687,No,1,Weekly,Rarely,Yes,Direct Supply,13236
4,74,58590,Salaried,Luxury,2120,No,4,Weekly,Weekly,Yes,Tank,14198
7,34,155969,Salaried,Minimalist,2229,No,1,Rarely,Weekly,Yes,Direct Supply,4530
6,33,183327,Salaried,Luxury,1843,No,2,Daily,Weekly,Yes,Direct Supply,14367
2,9,49486,Retired,Average,1895,No,4,Rarely,Rarely,Yes,Tank,12243
3,77,174658,Salaried,Average,2266,Yes,2,Rarely,Rarely,Yes,Tank,11269
1,52,85446,Business,Luxury,1084,Yes,4,Weekly,Weekly,Yes,Well,8604
3,78,46770,Business,Average,650,No,1,Daily,Weekly,No,Tank,13126
2,69,176534,Business,Minimalist,1723,Yes,4,Never,Daily,Yes,Well,6697
6,33,50770,Business,Luxury,1950,Yes,3,Daily,Never,Yes,Direct Supply,4419
1,77,30012,Business,Average,1798,No,2,Weekly,Daily,Yes,Tank,14988
6,78,140176,Student,Minimalist,1744,No,3,Never,Rarely,Yes,Tank,11206
4,66,155590,Salaried,Average,771,Yes,1,Never,Daily,No,Tank,9250
7,33,102791,Student,Average,2320,Yes,3,Weekly,Rarely,Yes,Tank,7963
4,63,78628,Student,Luxury,1905,Yes,4,Never,Rarely,Yes,Well,6303
4,8,118994,Retired,Average,804,No,2,Never,Rarely,No,Well,7034
6,62,50832,Business,Average,2103,No,3,Daily,Daily,Yes,Direct Supply,3619
2,47,136493,Salaried,Average,1222,No,3,Weekly,Rarely,No,Tank,12768
6,38,154671,Retired,Luxury,775,No,1,Daily,Weekly,No,Direct Supply,3913
4,43,182514,Student,Luxury,1794,Yes,1,Rarely,Daily,Yes,Well,3073
2,48,162069,Retired,Luxury,2115,No,3,Rarely,Never,No,Well,11591
2,19,31355,Business,Luxury,812,No,4,Rarely,Never,Yes,Well,13801
6,65,96427,Retired,Minimalist,1897,No,4,Rarely,Rarely,Yes,Tank,5028
2,7,79047,Business,Luxury,1944,Yes,1,Weekly,Daily,Yes,Well,11234
2,79,40223,Business,Luxury,2194,No,4,Never,Daily,No,Tank,6743
5,15,92044,Student,Average,2118,Yes,3,Never,Never,Yes,Tank,7622
1,65,88815,Retired,Luxury,526,No,1,Daily,Weekly,No,Direct Supply,11324
4,36,140012,Student,Minimalist,1084,Yes,4,Never,Never,Yes,Tank,13537
1,42,154814,Salaried,Minimalist,858,Yes,4,Weekly,Never,No,Tank,14590
1,45,195037,Business,Minimalist,1369,Yes,4,Daily,Daily,No,Well,12183
1,26,55571,Salaried,Luxury,601,No,3,Never,Rarely,No,Tank,5016
6,5,166041,Salaried,Average,1137,No,2,Daily,Rarely,Yes,Direct Supply,8620
2,40,81934,Salaried,Minimalist,2054,No,2,Never,Weekly,No,Tank,11150
7,70,165785,Salaried,Minimalist,2171,Yes,3,Rarely,Never,No,Tank,13073
5,43,105825,Student,Average,2292,No,4,Weekly,Weekly,Yes,Well,11268
7,64,99393,Retired,Average,998,No,1,Rarely,Rarely,No,Well,4229
6,37,42597,Retired,Average,1907,Yes,1,Never,Never,No,Well,12628
3,79,170287,Business,Minimalist,979,Yes,4,Daily,Never,No,Tank,12588
3,56,49953,Retired,Luxury,1393,No,3,Daily,Weekly,Yes,Direct Supply,13290
3,30,124575,Business,Minimalist,1516,Yes,1,Rarely,Weekly,Yes,Tank,3901
2,23,80164,Business,Average,2898,No,3,Weekly,Daily,No,Direct Supply,11706
6,50,110717,Business,Luxury,2855,No,1,Never,Weekly,No,Well,4805
2,11,118998,Retired,Luxury,1629,No,1,Weekly,Daily,No,Well,9155
2,8,168339,Salaried,Luxury,1226,No,3,Daily,Never,No,Well,11629
7,35,189333,Business,Minimalist,555,Yes,2,Never,Rarely,Yes,Well,8135
3,23,20563,Student,Luxury,2313,Yes,4,Weekly,Weekly,Yes,Tank,7613
5,28,89474,Retired,Luxury,1070,Yes,4,Weekly,Never,Yes,Well,13095
1,36,98821,Business,Minimalist,2560,No,3,Daily,Daily,No,Direct Supply,10619
6,74,54499,Salaried,Average,1239,Yes,4,Daily,Rarely,No,Tank,14361
5,60,179478,Student,Minimalist,2404,No,4,Weekly,Weekly,Yes,Tank,9909
2,34,35692,Student,Luxury,2253,No,4,Weekly,Weekly,No,Well,4571
3,59,103202,Retired,Average,1959,Yes,1,Rarely,Rarely,No,Direct Supply,14081
7,10,112932,Retired,Average,1282,Yes,4,Never,Rarely,Yes,Well,11867
7,21,39977,Salaried,Luxury,2659,No,2,Rarely,Weekly,Yes,Tank,2459
1,26,136329,Salaried,Minimalist,1420,Yes,4,Daily,Weekly,Yes,Tank,7083
6,3,190712,Student,Minimalist,2022,Yes,4,Daily,Never,No,Well,14075
1,25,59974,Retired,Average,1929,No,2,Weekly,Rarely,No,Direct Supply,3380
4,75,103230,Salaried,Average,1938,No,3,Daily,Daily,Yes,Well,3854
2,76,103709,Retired,Luxury,2967,No,3,Daily,Weekly,No,Tank,13665
3,51,66370,Retired,Luxury,576,Yes,3,Rarely,Rarely,No,Well,11095
4,34,44601,Salaried,Average,719,No,4,Rarely,Weekly,No,Well,8920
1,14,97088,Retired,Luxury,2175,No,3,Weekly,Never,No,Well,8422
2,30,64620,Salaried,Average,2538,Yes,3,Rarely,Rarely,Yes,Well,7636
6,57,46434,Business,Luxury,865,No,4,Rarely,Weekly,Yes,Well,5426
1,43,77584,Student,Minimalist,1136,No,1,Daily,Daily,No,Direct Supply,13326
4,35,128017,Retired,Luxury,1374,No,4,Never,Never,No,Tank,7834
2,52,170054,Salaried,Luxury,2274,No,2,Daily,Never,Yes,Tank,9422
7,61,196079,Salaried,Minimalist,1737,No,2,Weekly,Never,No,Tank,10287
4,46,189091,Retired,Average,1602,No,3,Daily,Rarely,No,Direct Supply,10875
3,8,129175,Salaried,Luxury,1355,Yes,4,Weekly,Rarely,No,Direct Supply,8849
3,32,35320,Retired,Luxury,2303,No,1,Daily,Weekly,Yes,Direct Supply,12852
6,38,117084,Student,Luxury,2385,Yes,2,Rarely,Weekly,No,Direct Supply,2721
2,61,196337,Retired,Luxury,2431,No,2,Daily,Weekly,No,Well,13070
6,49,100059,Retired,Minimalist,2965,No,3,Never,Daily,No,Direct Supply,11471
2,13,45918,Retired,Average,2979,Yes,4,Weekly,Weekly,Yes,Tank,5173
7,45,60312,Retired,Average,2935,Yes,2,Daily,Rarely,No,Tank,11268
5,10,78507,Student,Minimalist,548,No,3,Rarely,Daily,No,Well,7423
7,25,116789,Student,Average,2013,No,1,Weekly,Weekly,Yes,Direct Supply,5056
5,1,38766,Business,Luxury,621,Yes,2,Daily,Daily,Yes,Tank,9835
2,3,130908,Business,Minimalist,2814,No,2,Daily,Never,No,Tank,3723
2,79,102531,Business,Minimalist,2822,No,4,Never,Never,No,Well,14919
5,66,180758,Student,Luxury,2747,Yes,1,Never,Weekly,No,Well,6949
2,65,82927,Student,Luxury,1293,No,4,Rarely,Weekly,Yes,Direct Supply,6228
7,27,56478,Salaried,Luxury,2753,Yes,3,Never,Daily,No,Well,13481
6,67,141482,Retired,Minimalist,2933,Yes,2,Never,Daily,No,Tank,12286
3,33,102577,Retired,Average,785,No,4,Weekly,Daily,Yes,Direct Supply,3139
5,32,80268,Salaried,Average,1504,No,4,Rarely,Rarely,Yes,Well,2394
6,1,44722,Salaried,Average,1861,Yes,2,Never,Rarely,No,Direct Supply,6291
5,47,108583,Retired,Average,1585,No,3,Weekly,Weekly,No,Direct Supply,7616
2,46,179599,Business,Minimalist,573,Yes,1,Rarely,Weekly,No,Well,8981
5,42,52307,Business,Average,1747,Yes,2,Rarely,Daily,No,Well,9535
5,43,172175,Business,Luxury,2821,Yes,2,Never,Rarely,No,Tank,11548
6,22,55326,Business,Minimalist,1571,Yes,1,Never,Rarely,Yes,Direct Supply,3106
5,80,142071,Business,Average,2113,Yes,4,Weekly,Weekly,No,Direct Supply,11861
1,9,50201,Business,Luxury,1032,No,2,Weekly,Never,Yes,Well,2646
7,27,69690,Business,Average,2379,Yes,2,Daily,Rarely,Yes,Tank,4907
5,64,172745,Salaried,Luxury,1554,Yes,4,Rarely,Daily,Yes,Direct Supply,4988
1,14,69504,Retired,Minimalist,1671,Yes,2,Never,Daily,No,Tank,14468
4,38,130031,Retired,Average,1743,Yes,4,Never,Weekly,Yes,Direct Supply,7317
6,41,154798,Business,Luxury,1351,No,4,Never,Rarely,No,Tank,4511
3,55,112472,Retired,Luxury,1644,Yes,1,Rarely,Daily,Yes,Well,2223
4,21,75651,Retired,Average,1455,Yes,1,Weekly,Never,Yes,Tank,9205
6,3,185818,Student,Minimalist,966,No,3,Daily,Rarely,No,Well,3109
7,70,156042,Retired,Luxury,1179,No,4,Never,Rarely,No,Direct Supply,11437
6,22,63704,Salaried,Average,2862,Yes,2,Weekly,Daily,No,Well,8237
5,8,49134,Retired,Average,1050,Yes,1,Rarely,Rarely,Yes,Direct Supply,4285
7,75,112580,Student,Average,1975,Yes,3,Rarely,Rarely,No,Direct Supply,9457
4,45,146129,Retired,Minimalist,2491,No,1,Rarely,Daily,No,Tank,6484
3,80,199487,Retired,Luxury,616,No,4,Daily,Daily,No,Well,10285
1,45,175221,Student,Minimalist,2093,Yes,2,Never,Daily,No,Direct Supply,4992
7,79,30395,Business,Minimalist,2290,No,2,Rarely,Daily,Yes,Tank,13695
5,33,56711,Salaried,Minimalist,1989,Yes,1,Weekly,Never,Yes,Well,10357
6,26,30094,Salaried,Minimalist,2991,Yes,3,Never,Weekly,No,Tank,14938
3,41,103849,Salaried,Average,2990,No,4,Rarely,Never,Yes,Well,12914
3,75,57763,Business,Luxury,2203,Yes,4,Weekly,Never,No,Direct Supply,10338
7,28,53653,Retired,Minimalist,1397,Yes,3,Daily,Weekly,Yes,Tank,8432
1,55,128303,Salaried,Minimalist,1028,No,4,Weekly,Never,No,Well,3458
2,58,27230,Student,Average,1850,No,2,Daily,Rarely,Yes,Direct Supply,3791
5,27,169132,Salaried,Minimalist,1890,Yes,1,Rarely,Weekly,No,Direct Supply,4071
4,64,160750,Student,Luxury,2370,No,1,Never,Weekly,No,Direct Supply,9720
2,56,76117,Salaried,Average,807,No,4,Rarely,Rarely,No,Well,5555
2,32,144963,Salaried,Average,1878,Yes,1,Rarely,Daily,Yes,Tank,14955
2,62,170079,Retired,Average,2611,No,4,Never,Never,No,Tank,11456
5,77,154907,Retired,Average,2407,Yes,3,Rarely,Daily,Yes,Direct Supply,5060
5,49,132156,Business,Average,2893,No,4,Never,Rarely,Yes,Direct Supply,2224
4,5,137903,Salaried,Minimalist,2009,No,2,Rarely,Daily,No,Well,11305
1,21,59180,Student,Average,1287,No,3,Never,Never,No,Tank,11395
2,15,104626,Business,Luxury,1701,Yes,4,Daily,Daily,Yes,Direct Supply,11188
6,46,156196,Business,Luxury,2205,No,4,Never,Never,Yes,Tank,6727
7,44,199970,Student,Average,1693,Yes,4,Rarely,Weekly,No,Direct Supply,2786
1,32,122329,Retired,Average,1636,Yes,2,Never,Daily,No,Well,14796
1,25,137780,Student,Average,1106,Yes,3,Never,Daily,No,Well,3447
1,33,186015,Business,Average,843,Yes,2,Never,Rarely,Yes,Direct Supply,11887
7,8,114600,Salaried,Average,801,Yes,2,Weekly,Weekly,No,Well,11706
2,30,118833,Salaried,Luxury,958,Yes,4,Never,Daily,No,Well,4289
1,68,81754,Student,Average,1527,Yes,4,Daily,Never,No,Well,10325
5,36,128119,Salaried,Luxury,756,No,1,Weekly,Weekly,No,Direct Supply,7221
5,52,129548,Retired,Luxury,2686,Yes,3,Weekly,Never,Yes,Tank,13749
4,19,101882,Salaried,Average,1550,No,3,Daily,Rarely,Yes,Well,4730
7,24,147497,Student,Average,2024,No,4,Weekly,Weekly,No,Direct Supply,2108
5,17,173623,Salaried,Luxury,1054,No,3,Rarely,Never,No,Direct Supply,4166
7,64,70580,Retired,Average,1902,Yes,2,Rarely,Daily,Yes,Well,2311
7,36,160744,Business,Minimalist,1637,Yes,4,Daily,Daily,No,Well,8896
4,22,58744,Student,Minimalist,1174,No,2,Rarely,Rarely,Yes,Direct Supply,14985
4,69,75672,Salaried,Minimalist,1603,No,1,Never,Daily,Yes,Well,14701
1,4,154331,Business,Luxury,2632,Yes,1,Never,Weekly,Yes,Direct Supply,10329
