Number_of_people,Average_Age,Total_Income,Occupation,Lifestyle,House_Size,Presence_of_garden,Number_of_bathrooms,Dishwasher_usage,Washing_machine_usage,Swimming_pool,Water_storage,Water_footprint
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2854.200157485133
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3876.7614734652457
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6337.649871927224
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6262.785101304962
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8516.08054709482
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11083.355772661404
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11862.297173864761
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14339.071132601948
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3475.9385388898722
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3881.39380476725
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5704.071312784926
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6667.980896201311
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8039.557062931021
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11093.84783077156
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11988.6867235106
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13916.89881472505
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3275.9963144200574
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4248.011486776971
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5710.883899594562
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6365.7051479085085
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8500.406572110269
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10855.845138297575
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12024.633954927167
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13997.830207171253
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3551.495061557635
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4315.405760859527
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6060.589443375778
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6729.345539042495
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8168.032638459431
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11061.955441349677
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12158.342584284466
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13862.336239688915
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3115.6645546854925
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4030.8063317764436
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5924.41322592868
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6594.374261952983
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8494.735955807122
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11090.834714584535
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12065.11142093335
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14087.93563505419
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3533.9721999994645
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4022.773136494443
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6083.547460926757
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6338.410999017795
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8236.073226248283
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10837.62124458006
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11879.603407630562
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13659.003139590379
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3283.776660584014
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4018.662829372313
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5870.749696898884
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6661.035428364022
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8303.069348795556
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10954.038374040883
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11933.763244403744
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14084.377947800627
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3147.3736929182523
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4065.8687312592756
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5671.685535799102
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6392.5141492731345
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8308.685567183986
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11103.865805344378
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11934.81298478759
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13831.910253611148
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3146.6626599392293
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3889.173630036895
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5499.286761311638
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6397.095993884244
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8293.873795538517
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11285.002307718274
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12188.708692375252
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14263.127940949771
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3156.1379782268973
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3746.2793889273
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6180.659383247083
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6824.653059061285
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8350.41823973818
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11011.885406103062
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12281.921960594522
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14410.916152418216
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3033.1506744177864
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3842.90678488261
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5705.284310002681
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6761.15005407243
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8196.900233127035
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10663.20925579526
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11918.521849278266
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14195.038407983444
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3056.5062832229846
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3844.6143881171984
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5684.927443596128
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,7230.674001622216
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8369.072447243436
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10924.100428041647
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11788.32927476236
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13777.012910755828
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3171.7122951819515
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3840.2211328335748
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5823.481883841715
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6698.076169678598
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7951.612518134688
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11167.913118305103
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11590.11995624802
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13658.972595303629
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3565.1675478288107
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3926.256801995181
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5522.410907390147
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6714.03339757507
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8389.23154421365
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10980.188930234632
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11997.45982158177
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13756.832859150663
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2876.3603841843533
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3798.261280314004
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5697.35157939085
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6473.426459530951
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7901.209140528366
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10969.188766912743
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12105.33266343075
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13919.047147489498
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3312.837124850198
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3951.3504000350867
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5943.20890491537
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6782.700469525487
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8548.060569651092
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10823.586958027874
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11894.07589048151
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14110.627082063085
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2744.976778629927
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3809.167243296715
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6062.306247044899
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6431.570585654993
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8503.703720942003
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11270.603306805435
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12056.465981307043
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14368.775383983657
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3131.4666604572685
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4055.288723264112
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5808.741500488802
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6745.878735366779
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8596.029614972329
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11078.381539305
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12222.780273451615
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13929.39929293755
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3313.794333095358
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3723.4512449041194
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5809.492005267998
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6818.667903846185
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8217.04589840805
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11179.138193433471
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11986.111646099076
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14325.243074066293
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3229.4077415394627
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4313.919031167242
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5819.096427967699
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6616.546534838572
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8238.190040636862
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11338.648305998737
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12250.334094725189
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13950.005026872741
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2870.03195965989
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3804.2215747443456
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5470.753901009043
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6365.123749903583
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7989.834676179741
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11099.99951733911
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11831.542490548823
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14427.749504388545
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2730.540916494968
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3838.6362525353065
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5675.946109789795
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6241.100462876513
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8050.903436185384
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11067.715986065932
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11779.490179411561
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14061.257320552482
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2781.1736903857923
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4061.5782829714362
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5627.857450737004
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6638.674144954329
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8070.2096280802625
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11195.578690272792
7,58,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11950.917685905677
8,59,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14225.248906795208
1,60,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3027.177443627846
2,61,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3832.2265675827903
3,62,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5536.306563541372
4,63,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6598.375784672229
5,64,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8094.56734823737
6,65,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11303.623078810364
7,66,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11802.820518170907
8,67,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14098.864971786737
1,68,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2991.6601209635633
2,69,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4057.276573429817
3,70,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6062.744600477315
4,71,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6822.395831265614
5,72,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7890.3050464499365
6,73,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11140.239130460635
7,74,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12289.764319239615
8,75,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14082.280204146351
1,76,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2856.6081309779443
2,77,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3941.7339068914293
3,78,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5800.421538501579
4,79,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6565.3810579554065
5,80,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8215.22855924114
6,81,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11489.28618533269
7,82,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12103.328221874704
8,83,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13971.761380043703
1,84,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3415.751452843909
2,85,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3744.9010078232814
3,86,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5845.284281507954
4,87,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6710.951654569289
5,88,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8074.528968097917
6,89,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11009.647015267525
7,90,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11887.827861436183
8,91,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14266.96623968322
1,92,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2632.7425890229565
2,93,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3631.197946419112
3,94,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5612.03539051815
4,95,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6861.380183910124
5,96,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8192.147485985783
6,97,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,10779.794803079412
7,98,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12107.664383587977
8,99,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13738.706389606761
1,20,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2999.748707185378
2,21,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4198.491411979416
3,22,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5657.671785568238
4,23,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6571.040909228375
5,24,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8116.370437236241
6,25,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11209.0919190095
7,26,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11799.401552630541
8,27,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14053.66543899663
1,28,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2876.584344677324
2,29,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3812.1225221845953
3,30,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5844.004248834102
4,31,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6779.227450993777
5,32,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8209.979847509534
6,33,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11233.375631469582
7,34,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12322.771853319126
8,35,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,14053.74292956092
1,36,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,2975.0785325597726
2,37,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4132.816849782703
3,38,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,6078.411677715985
4,39,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6616.227104987604
5,40,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8182.567302049562
6,41,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11052.345903495634
7,42,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,11762.753464265732
8,43,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13962.248644339008
1,44,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3219.3449850076954
2,45,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,3783.3130027024404
3,46,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5459.306137808621
4,47,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6945.619306753644
5,48,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,8140.3236324679065
6,49,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11187.377650346083
7,50,40794.41541679836,Salaried,Average,1900,Yes,2,Weekly,Daily,No,Tank,12106.24519416844
8,51,41972.2457733622,Salaried,Average,2100,Yes,3,Weekly,Daily,No,Tank,13777.361222788993
1,52,26931.471805599453,Salaried,Average,700,No,1,Weekly,Weekly,No,Direct Supply,3569.1931376444754
2,53,30986.1228866811,Salaried,Average,900,No,1,Weekly,Weekly,No,Direct Supply,4198.911660487658
3,54,33862.943611198905,Salaried,Average,1100,No,2,Weekly,Weekly,No,Direct Supply,5633.4659386755175
4,55,36094.379124341,Salaried,Average,1300,No,2,Weekly,Weekly,No,Direct Supply,6661.52994523138
5,56,37917.594692280545,Salaried,Average,1500,No,2,Weekly,Daily,No,Direct Supply,7958.852738540931
6,57,39459.101490553134,Salaried,Average,1700,Yes,2,Weekly,Daily,No,Tank,11319.818960627876
